Order_ID,Date,Customer_ID,Price,Chair,Stool,Table,Cabinet,Dresser,Couch,Bed,Shelf
43672573,2012-07-06,1794,2488,2,0,1,0,0,0,1,0
21712574,2012-07-06,4597,2657,3,0,0,0,0,1,1,0
46472575,2012-07-06,2072,798,2,0,1,0,0,0,0,1
15442576,2012-07-06,3968,2520,0,0,0,1,0,0,1,1
31122577,2012-07-07,535,2266,0,0,0,0,0,0,1,2
41702578,2012-07-07,6592,1427,3,0,0,0,2,0,0,0
46992579,2012-07-08,2120,4164,0,0,1,0,0,0,2,0
31632580,2012-07-08,5583,1175,3,0,1,0,0,1,0,0
22332581,2012-07-08,4652,1246,0,0,2,1,0,0,0,0
42932582,2012-07-09,6711,2674,0,8,0,0,0,0,1,0
31462583,2012-07-09,563,4230,0,0,0,0,0,1,2,0
30272584,2012-07-10,443,1118,2,0,0,1,0,1,0,0
1652585,2012-07-11,2580,1058,0,0,1,0,0,1,0,1
23392586,2012-07-12,4753,2748,0,0,1,0,0,1,1,0
43022587,2012-07-12,1715,915,6,3,0,0,0,0,0,0
6732588,2012-07-12,3085,1268,3,0,1,0,1,0,0,0
31292589,2012-07-12,5540,2488,2,0,1,0,0,0,1,0
3972590,2012-07-12,2807,4210,0,0,0,1,0,0,2,0
4242591,2012-07-12,2833,2371,0,3,0,0,0,0,1,1
41432592,2012-07-13,1551,4696,0,0,0,0,0,2,2,0
27602593,2012-07-13,5167,2371,0,3,0,0,0,0,1,1
14122594,2012-07-13,3818,1058,0,0,1,0,0,1,0,1
4552595,2012-07-14,2860,1163,0,3,1,0,0,1,0,0
34392596,2012-07-15,843,2383,3,0,0,0,0,0,1,1
12452597,2012-07-15,3648,2579,0,3,1,0,0,0,1,0
3492598,2012-07-16,7751,4230,0,0,0,0,0,1,2,0
24382599,2012-07-16,4839,2907,0,0,0,0,1,1,1,0
20992600,2012-07-16,9499,1097,0,3,2,0,0,0,0,0
22512601,2012-07-16,9650,784,0,0,1,0,0,0,0,2
10012602,2012-07-16,3399,878,4,0,0,0,0,1,0,0
49472603,2012-07-16,2344,2591,3,0,1,0,0,0,1,0
14872604,2012-07-17,3883,4210,0,0,0,1,0,0,2,0
21472605,2012-07-17,4542,2750,3,0,0,0,1,0,1,0
18332606,2012-07-18,4227,2546,0,2,0,0,0,1,1,0
17012607,2012-07-19,9094,850,0,0,0,0,0,1,0,2
16482608,2012-07-19,9040,2294,4,0,0,0,0,0,1,0
18122609,2012-07-19,4203,1256,0,3,1,0,1,0,0,0
25572610,2012-07-19,9947,2682,0,0,2,0,0,0,1,0
39322611,2012-07-19,6321,1266,0,0,2,0,0,1,0,0
15562612,2012-07-20,8944,4164,0,0,1,0,0,0,2,0
21052613,2012-07-20,4492,1155,3,0,1,1,0,0,0,0
42932614,2012-07-20,6679,1124,0,0,0,0,0,2,0,1
36402615,2012-07-20,6025,2633,0,0,0,0,1,0,1,1
43162616,2012-07-21,6700,1018,6,0,1,0,0,0,0,0
21302617,2012-07-21,9513,3214,0,0,1,0,0,2,1,0
1862618,2012-07-21,7568,1165,3,3,0,0,1,0,0,0
25972619,2012-07-21,4978,4323,0,0,0,0,1,0,2,0
4492620,2012-07-21,7829,1266,0,0,2,0,0,1,0,0
44152621,2012-07-22,1794,2794,0,0,0,1,0,1,1,0
7482622,2012-07-23,3126,1058,0,0,1,0,0,1,0,1
22192623,2012-07-23,4596,1060,3,0,0,0,1,0,0,1
43412624,2012-07-23,1717,1197,0,0,0,1,1,0,0,1
3892625,2012-07-23,2764,2728,0,0,1,1,0,0,1,0
46852626,2012-07-24,7059,2383,3,0,0,0,0,0,1,1
12652627,2012-07-26,3638,1157,0,2,1,0,1,0,0,0
29482628,2012-07-27,5320,3970,2,0,0,0,0,0,2,0
31922629,2012-07-27,563,4164,0,0,1,0,0,0,2,0
48832630,2012-07-27,2253,2488,2,0,1,0,0,0,1,0
7692631,2012-07-27,3138,1405,0,0,1,1,1,0,0,0
6392632,2012-07-27,3007,1312,0,0,1,1,0,1,0,0
25622633,2012-07-27,9929,1556,0,2,0,2,0,1,0,0
25352634,2012-07-28,9901,4164,0,0,1,0,0,0,2,0
38232635,2012-07-28,1188,1425,0,0,1,0,1,1,0,0
25852636,2012-07-28,9949,1058,0,0,1,0,0,1,0,1
35002637,2012-07-29,863,4176,4,0,0,0,0,0,2,0
17712638,2012-07-29,4133,1241,3,0,0,0,0,2,0,0
37062639,2012-07-29,1067,2774,0,0,0,2,0,0,1,0
49822640,2012-07-30,2342,2794,0,0,0,1,0,1,1,0
43202641,2012-07-30,6679,4061,0,3,0,0,0,0,2,0
13422642,2012-07-30,8700,2554,2,0,0,0,0,1,1,0
32512643,2012-07-30,608,4210,0,0,0,1,0,0,2,0
30342644,2012-07-30,390,3000,0,0,0,0,2,0,1,0
4842645,2012-07-31,7839,3111,0,3,0,0,0,2,1,0
20282646,2012-07-31,9382,2488,2,0,1,0,0,0,1,0
62647,2012-07-31,2359,2633,0,0,0,0,1,0,1,1
36492648,2012-08-01,6001,2266,0,0,0,0,0,0,1,2
48882649,2012-08-02,2239,4210,0,0,0,1,0,0,2,0
19142650,2012-08-02,9264,1520,0,4,0,0,0,2,0,1
25462651,2012-08-02,9895,1405,0,0,1,1,1,0,0,0
26222652,2012-08-02,9970,971,4,0,0,0,1,0,0,0
30842653,2012-08-02,431,2633,0,0,0,0,1,0,1,1
13862654,2012-08-03,8732,2748,0,0,1,0,0,1,1,0
17882655,2012-08-03,4133,2748,0,0,1,0,0,1,1,0
2362656,2012-08-03,2580,1018,6,0,1,0,0,0,0,0
5282657,2012-08-04,2871,4953,0,3,0,2,0,0,2,0
26932658,2012-08-05,35,2841,0,0,1,0,1,0,1,0
29882659,2012-08-05,5329,5646,0,0,0,0,0,0,3,0
31102660,2012-08-06,450,2907,0,0,0,0,1,1,1,0
24772661,2012-08-07,4816,2488,3,3,0,0,0,0,1,0
32482662,2012-08-07,586,947,3,0,0,1,0,0,0,1
9322663,2012-08-07,3269,2907,0,0,0,0,1,1,1,0
23132664,2012-08-08,4649,1060,0,6,0,0,0,1,0,0
31062665,2012-08-08,5441,2682,0,0,2,0,0,0,1,0
34602666,2012-08-08,794,2540,0,0,0,0,0,1,1,1
882667,2012-08-08,2421,2280,2,0,0,0,0,0,1,1
12542668,2012-08-08,8586,1217,0,0,0,0,1,1,0,1
1172669,2012-08-09,2448,1550,0,0,0,2,0,1,0,1
24462670,2012-08-09,9776,2887,0,0,0,1,1,0,1,0
3032671,2012-08-09,2632,1224,8,0,1,0,0,0,0,0
46512672,2012-08-09,6979,2540,0,0,0,0,0,1,1,1
23642673,2012-08-09,4691,830,0,0,0,1,0,0,0,2
3072674,2012-08-09,2633,816,6,2,0,0,0,0,0,0
39822675,2012-08-10,1307,2579,0,3,1,0,0,0,1,0
11172676,2012-08-10,8441,2748,0,0,1,0,0,1,1,0
9032677,2012-08-12,8226,2383,3,0,0,0,0,0,1,1
1852678,2012-08-12,7507,693,3,0,0,0,0,0,0,2
3452679,2012-08-12,7666,2633,0,0,0,0,1,0,1,1
15632680,2012-08-12,3883,1197,0,0,0,1,1,0,0,1
42502681,2012-08-13,1569,3111,0,3,0,0,0,2,1,0
13572682,2012-08-13,8675,2625,0,3,0,1,0,0,1,0
35662683,2012-08-14,5883,2682,0,0,2,0,0,0,1,0
44592684,2012-08-15,1775,5646,0,0,0,0,0,0,3,0
41742685,2012-08-16,1489,1221,3,0,0,1,0,1,0,0
8722686,2012-08-16,3186,1084,6,0,0,0,0,1,0,0
37072687,2012-08-16,1020,582,0,2,0,0,0,0,0,2
13572688,2012-08-17,3669,2591,3,0,1,0,0,0,1,0
38512689,2012-08-17,6162,3962,0,2,0,0,0,0,2,0
9982690,2012-08-18,3308,2907,0,0,0,0,1,1,1,0
38752691,2012-08-18,1184,2286,2,2,0,0,0,0,1,0
38832692,2012-08-20,6191,2480,0,2,1,0,0,0,1,0
31242693,2012-08-20,431,4061,0,3,0,0,0,0,2,0
42032694,2012-08-20,6509,596,2,2,0,0,0,0,0,1
21852695,2012-08-21,4490,2383,3,0,0,0,0,0,1,1
31372696,2012-08-21,5441,2383,3,0,0,0,0,0,1,1
22732697,2012-08-22,4576,5646,0,0,0,0,0,0,3,0
45132698,2012-08-22,1815,2500,6,0,0,0,0,0,1,0
7412699,2012-08-22,8042,1471,0,0,0,1,1,1,0,0
14712700,2012-08-23,3771,1118,2,0,0,1,0,1,0,0
23852701,2012-08-23,4684,4073,3,0,0,0,0,0,2,0
19182702,2012-08-25,9216,1421,0,3,0,0,0,2,0,1
25392703,2012-08-25,4836,2371,0,3,0,0,0,0,1,1
26622704,2012-08-25,4958,2841,0,0,1,0,1,0,1,0
3372705,2012-08-25,7632,2657,3,0,0,0,0,1,1,0
45172706,2012-08-25,6811,2887,0,0,0,1,1,0,1,0
14642707,2012-08-25,8757,1109,3,0,2,0,0,0,0,0
10082708,2012-08-26,3300,3192,0,0,0,0,2,0,1,1
43902709,2012-08-26,6681,2682,0,0,2,0,0,0,1,0
14132710,2012-08-26,3703,1209,0,3,0,1,0,1,0,0
6262711,2012-08-26,2915,2488,2,0,1,0,0,0,1,0
36102712,2012-08-27,5898,3970,2,0,0,0,0,0,2,0
25372713,2012-08-27,9824,2591,3,0,1,0,0,0,1,0
23472714,2012-08-28,4633,1084,6,0,0,0,0,1,0,0
29602715,2012-08-28,5245,2488,3,3,0,0,0,0,1,0
28302716,2012-08-29,114,4073,3,0,0,0,0,0,2,0
7702717,2012-08-29,8053,1292,0,0,1,2,0,0,0,0
28632718,2012-08-29,145,4164,0,0,1,0,0,0,2,0
46362719,2012-08-31,6917,1052,3,3,0,1,0,0,0,0
6882720,2012-08-31,7968,1084,0,0,0,2,0,0,0,1
24972721,2012-08-31,9776,2520,0,0,0,1,0,0,1,1
20392722,2012-08-31,4317,2748,0,0,1,0,0,1,1,0
29352723,2012-08-31,212,4164,0,0,1,0,0,0,2,0
20412724,2012-09-01,4317,2682,0,0,2,0,0,0,1,0
18822725,2012-09-01,9157,4164,0,0,1,0,0,0,2,0
37322726,2012-09-01,1006,4073,3,0,0,0,0,0,2,0
48072727,2012-09-01,7080,2690,4,4,0,0,0,0,1,0
4652728,2012-09-01,7737,784,0,0,1,0,0,0,0,2
37962729,2012-09-02,1067,1038,0,0,1,1,0,0,0,1
18772730,2012-09-03,4147,588,0,4,0,0,0,0,0,1
47342731,2012-09-03,2003,810,6,0,0,0,0,0,0,1
43532732,2012-09-03,6621,1052,3,3,0,1,0,0,0,0
32502733,2012-09-03,517,998,0,2,2,0,0,0,0,0
34242734,2012-09-03,690,1266,0,0,2,0,0,1,0,0
27132735,2012-09-03,4978,1268,3,0,1,0,1,0,0,0
23532736,2012-09-03,4617,2794,0,0,0,1,0,1,1,0
48862737,2012-09-04,2149,2647,2,0,0,0,1,0,1,0
22202738,2012-09-04,9482,2545,3,0,0,0,4,0,0,0
10972739,2012-09-05,3358,1084,6,0,0,0,0,1,0,0
45642740,2012-09-05,1824,2520,0,0,0,1,0,0,1,1
20352741,2012-09-06,4294,2647,2,0,0,0,1,0,1,0
15502742,2012-09-07,3808,4164,0,0,1,0,0,0,2,0
7662743,2012-09-07,3023,3970,2,0,0,0,0,0,2,0
34042744,2012-09-07,5660,5646,0,0,0,0,0,0,3,0
13802745,2012-09-08,3635,2591,3,0,1,0,0,0,1,0
28332746,2012-09-09,5087,1332,0,0,1,0,0,2,0,0
22302747,2012-09-09,9483,947,3,0,0,1,0,0,0,1
16062748,2012-09-09,8858,1827,4,3,0,0,2,0,0,0
22032749,2012-09-09,9454,2591,3,0,1,0,0,0,1,0
8152750,2012-09-10,8065,2625,0,3,0,1,0,0,1,0
35452751,2012-09-11,794,947,3,0,0,1,0,0,0,1
48722752,2012-09-11,2120,2887,0,0,0,1,1,0,1,0
31962753,2012-09-11,443,2294,4,0,0,0,0,0,1,0
532754,2012-09-11,7299,2383,3,0,0,0,0,0,1,1
10342755,2012-09-11,8279,1334,3,0,0,0,1,1,0,0
43042756,2012-09-12,1548,1058,0,0,1,0,0,1,0,1
23352757,2012-09-12,9578,1018,6,0,1,0,0,0,0,0
32952758,2012-09-12,5537,2907,0,0,0,0,1,1,1,0
20762759,2012-09-13,9317,4230,0,0,0,0,0,1,2,0
27072760,2012-09-14,4947,798,2,0,1,0,0,0,0,1
17052761,2012-09-14,8944,3956,0,0,0,0,0,0,2,1
5132762,2012-09-14,2751,1724,3,3,0,0,2,0,0,0
6652763,2012-09-14,7902,927,9,0,0,0,0,0,0,0
14892764,2012-09-14,8725,2474,0,0,1,0,0,0,1,1
22642765,2012-09-15,9499,4210,0,0,0,1,0,0,2,0
772766,2012-09-15,7311,2774,0,0,0,2,0,0,1,0
27372767,2012-09-16,9970,864,2,0,0,0,0,1,0,1
32312768,2012-09-16,463,3309,3,0,0,0,2,0,1,0
43522769,2012-09-17,6583,2280,2,0,0,0,0,0,1,1
35982770,2012-09-17,5828,2540,0,0,0,0,0,1,1,1
22242771,2012-09-18,9453,2488,2,0,1,0,0,0,1,0
6282772,2012-09-18,7856,1151,0,0,1,0,1,0,0,1
15002773,2012-09-18,8727,2280,2,0,0,0,0,0,1,1
7712774,2012-09-20,7997,1332,0,0,1,0,0,2,0,0
33632775,2012-09-20,588,1425,0,0,1,0,1,1,0,0
9952776,2012-09-20,3219,2546,0,2,0,0,0,1,1,0
34572777,2012-09-21,5680,969,2,3,0,0,0,1,0,0
33002778,2012-09-21,5522,2887,0,0,0,1,1,0,1,0
2512779,2012-09-22,7472,901,3,0,1,0,0,0,0,1
11692780,2012-09-22,8389,3970,2,0,0,0,0,0,2,0
38892781,2012-09-22,1108,4230,0,0,0,0,0,1,2,0
26212782,2012-09-22,4839,3970,2,0,0,0,0,0,2,0
28642783,2012-09-22,5081,957,2,0,0,0,1,0,0,1
13982784,2012-09-23,3614,2682,0,0,2,0,0,0,1,0
2772785,2012-09-23,2492,2520,0,0,0,1,0,0,1,1
29532786,2012-09-24,5167,2748,0,0,1,0,0,1,1,0
13932787,2012-09-24,3606,1790,4,0,0,1,0,2,0,0
32192788,2012-09-24,431,1312,0,0,1,1,0,1,0,0
15892789,2012-09-25,8800,2383,3,0,0,0,0,0,1,1
2622790,2012-09-25,7472,1163,0,3,1,0,0,1,0,0
32662791,2012-09-25,475,1266,0,0,2,0,0,1,0,0
37292792,2012-09-25,937,2474,0,0,1,0,0,0,1,1
30342793,2012-09-26,5241,3000,0,0,0,0,2,0,1,0
39152794,2012-09-26,6121,1155,3,0,1,1,0,0,0,0
27192795,2012-09-26,9924,2540,0,0,0,0,0,1,1,1
44222796,2012-09-26,6626,2540,0,0,0,0,0,1,1,1
35392797,2012-09-27,742,3333,0,0,0,2,1,0,1,0
42872798,2012-09-27,6489,3466,0,0,0,0,2,1,1,0
47452799,2012-09-27,6946,2422,4,0,0,2,2,0,0,0
38062800,2012-09-27,1006,2540,0,0,0,0,0,1,1,1
7402801,2012-09-28,2939,2534,2,0,0,1,0,0,1,0
33852802,2012-09-28,5583,4323,0,0,0,0,1,0,2,0
15902803,2012-09-29,8787,1084,6,0,0,0,0,1,0,0
49022804,2012-09-29,7098,2794,0,0,0,1,0,1,1,0
18912805,2012-09-30,9086,3970,2,0,0,0,0,0,2,0
18312806,2012-09-30,4025,798,2,0,1,0,0,0,0,1
12352807,2012-10-02,8428,4073,3,0,0,0,0,0,2,0
48882808,2012-10-02,7080,1706,0,4,0,0,2,0,0,1
8392809,2012-10-02,8030,2794,0,0,0,1,0,1,1,0
15812810,2012-10-03,3771,2272,0,2,0,0,0,0,1,1
29062811,2012-10-03,5095,1268,3,0,1,0,1,0,0,0
36752812,2012-10-03,5863,1458,0,0,2,0,0,1,0,1
24862813,2012-10-03,4673,2474,0,0,1,0,0,0,1,1
32042814,2012-10-04,390,596,2,2,0,0,0,0,0,1
22815,2012-10-04,7187,1268,3,0,1,0,1,0,0,0
3512816,2012-10-04,7535,2540,0,0,0,0,0,1,1,1
15212817,2012-10-05,3704,856,0,2,0,0,0,1,0,1
33142818,2012-10-05,5496,1292,0,0,1,2,0,0,0,0
1252819,2012-10-05,2306,927,9,0,0,0,0,0,0,0
5882820,2012-10-05,2768,4323,0,0,0,0,1,0,2,0
8742821,2012-10-06,8053,2637,3,0,0,1,0,0,1,0
4602822,2012-10-06,7638,1175,3,0,1,0,0,1,0,0
29692823,2012-10-06,146,2907,0,0,0,0,1,1,1,0
32772824,2012-10-07,453,844,2,0,0,1,0,0,0,1
44192825,2012-10-07,6594,1405,0,0,1,1,1,0,0,0
14552826,2012-10-08,8629,955,0,3,0,0,0,1,0,1
43772827,2012-10-08,6550,3956,0,0,0,0,0,0,2,1
1342828,2012-10-09,2306,2266,0,0,0,0,0,0,1,2
16162829,2012-10-09,8787,2794,0,0,0,1,0,1,1,0
31352830,2012-10-10,5305,2591,3,0,1,0,0,0,1,0
15452831,2012-10-10,8714,963,2,2,0,0,1,0,0,0
44192832,2012-10-10,1587,2657,3,0,0,0,0,1,1,0
13182833,2012-10-10,8485,1072,2,0,1,0,0,1,0,0
4752834,2012-10-11,7641,1070,4,0,0,0,0,1,0,1
5092835,2012-10-11,2674,2794,0,0,0,1,0,1,1,0
24112836,2012-10-11,9575,3970,2,0,0,0,0,0,2,0
39342837,2012-10-11,6097,901,3,0,1,0,0,0,0,1
16252838,2012-10-11,8787,1776,0,0,0,0,2,1,0,1
18722839,2012-10-12,9033,1155,3,0,1,1,0,0,0,0
47572840,2012-10-12,6917,1084,6,0,0,0,0,1,0,0
282841,2012-10-12,7187,1268,3,0,1,0,1,0,0,0
42802842,2012-10-13,6438,2250,0,0,0,4,0,1,0,0
8602843,2012-10-13,3017,4061,0,3,0,0,0,0,2,0
34082844,2012-10-13,5564,5646,0,0,0,0,0,0,3,0
44712845,2012-10-13,6626,4230,0,0,0,0,0,1,2,0
12742846,2012-10-14,8428,1334,3,0,0,0,1,1,0,0
12352847,2012-10-15,3388,836,0,2,0,1,0,0,0,1
24472848,2012-10-15,9599,1425,0,0,1,0,1,1,0,0
11742849,2012-10-16,8325,2526,0,2,0,1,0,0,1,0
44732850,2012-10-16,6623,1084,0,0,0,2,0,0,0,1
36382851,2012-10-16,787,947,3,0,0,1,0,0,0,1
17372852,2012-10-16,3885,705,3,4,0,0,0,0,0,0
40312853,2012-10-17,6178,2474,0,0,1,0,0,0,1,1
23672854,2012-10-17,9513,1510,6,0,0,2,0,0,0,0
2302855,2012-10-17,7375,2841,0,0,1,0,1,0,1,0
49042856,2012-10-17,2048,2294,4,0,0,0,0,0,1,0
48552857,2012-10-17,6998,4061,0,3,0,0,0,0,2,0
42252858,2012-10-17,1367,1130,0,2,0,0,0,2,0,0
47772859,2012-10-18,6918,2748,0,0,1,0,0,1,1,0
48332860,2012-10-18,6973,1163,0,3,1,0,0,1,0,0
4652861,2012-10-18,7604,1038,0,0,1,1,0,0,0,1
20652862,2012-10-19,4203,2633,0,0,0,0,1,0,1,1
15752863,2012-10-19,3712,4230,0,0,0,0,0,1,2,0
23772864,2012-10-19,9513,2587,3,4,0,0,0,0,1,0
26462865,2012-10-20,9781,1491,0,0,0,0,1,2,0,0
40382866,2012-10-22,1172,709,4,3,0,0,0,0,0,0
17942867,2012-10-22,3927,4164,0,0,1,0,0,0,2,0
9312868,2012-10-22,8063,1266,0,0,2,0,0,1,0,0
26162869,2012-10-22,4747,2280,2,0,0,0,0,0,1,1
7502870,2012-10-23,7880,1984,0,0,1,0,2,1,0,0
38912871,2012-10-23,1020,2500,6,0,0,0,0,0,1,0
18472872,2012-10-23,8975,1256,0,3,1,0,1,0,0,0
45652873,2012-10-25,1692,2540,0,0,0,0,0,1,1,1
22842874,2012-10-25,9410,3956,0,0,0,0,0,0,2,1
34872875,2012-10-25,612,5646,0,0,0,0,0,0,3,0
9452876,2012-10-25,8069,2488,3,3,0,0,0,0,1,0
16482877,2012-10-25,3771,2272,0,2,0,0,0,0,1,1
46122878,2012-10-25,6734,2591,3,0,1,0,0,0,1,0
11572879,2012-10-25,3278,2488,2,0,1,0,0,0,1,0
28272880,2012-10-26,9947,2591,3,0,1,0,0,0,1,0
49792881,2012-10-27,7098,2591,3,0,1,0,0,0,1,0
23512882,2012-10-27,9469,693,3,0,0,0,0,0,0,2
15312883,2012-10-27,3648,2633,0,0,0,0,1,0,1,1
2562884,2012-10-27,7372,2748,0,0,1,0,0,1,1,0
3062885,2012-10-28,2421,3962,0,2,0,0,0,0,2,0
46432886,2012-10-28,6757,804,2,2,1,0,0,0,0,0
9232887,2012-10-28,3036,1316,0,2,0,0,2,0,0,0
39552888,2012-10-28,1067,3970,2,0,0,0,0,0,2,0
3612889,2012-10-28,7472,2637,3,0,0,1,0,0,1,0
6652890,2012-10-28,2775,1040,0,6,0,1,0,0,0,0
4072891,2012-10-29,2516,1038,0,0,1,1,0,0,0,1
27242892,2012-10-29,4832,487,1,0,0,0,0,0,0,2
24912893,2012-10-29,4598,2383,3,0,0,0,0,0,1,1
25412894,2012-10-29,9647,2294,4,0,0,0,0,0,1,0
42132895,2012-10-30,6318,2554,2,0,0,0,0,1,1,0
4262896,2012-10-30,7530,2633,0,0,0,0,1,0,1,1
962897,2012-10-31,2199,2540,0,0,0,0,0,1,1,1
2652898,2012-10-31,7367,810,6,0,0,0,0,0,0,1
25482899,2012-10-31,4649,1124,0,0,0,0,0,2,0,1
40912900,2012-10-31,6191,1165,2,0,1,0,1,0,0,0
34322901,2012-11-02,531,858,4,0,0,1,0,0,0,0
20822902,2012-11-02,9180,2546,0,2,0,0,0,1,1,0
5942903,2012-11-02,2691,1058,0,0,1,0,0,1,0,1
34102904,2012-11-02,506,2657,3,0,0,0,0,1,1,0
26782905,2012-11-02,9773,1564,0,0,0,1,2,0,0,0
24052906,2012-11-02,9499,2591,3,0,1,0,0,0,1,0
42372907,2012-11-03,1330,2520,0,0,0,1,0,0,1,1
17912908,2012-11-03,3883,2579,0,3,1,0,0,0,1,0
12592909,2012-11-03,3350,1643,0,0,0,2,1,0,0,1
15562910,2012-11-03,8646,1268,3,0,1,0,1,0,0,0
31862911,2012-11-03,5275,2591,3,0,1,0,0,0,1,0
31542912,2012-11-03,242,2887,0,0,0,1,1,0,1,0
37412913,2012-11-03,5828,2814,0,0,0,0,0,2,1,0
49132914,2012-11-04,6999,955,0,3,0,0,0,1,0,1
37052915,2012-11-04,5790,2488,2,0,1,0,0,0,1,0
33442916,2012-11-04,5428,3956,0,0,0,0,0,0,2,1
32222917,2012-11-04,5305,2500,6,0,0,0,0,0,1,0
36142918,2012-11-04,696,901,3,0,1,0,0,0,0,1
9562919,2012-11-05,8037,1104,0,0,0,1,0,1,0,1
23732920,2012-11-05,4453,1201,3,0,0,2,0,0,0,0
39052921,2012-11-06,5984,2647,2,0,0,0,1,0,1,0
30322922,2012-11-07,110,1064,6,0,0,1,0,0,0,0
34372923,2012-11-07,5514,4210,0,0,0,1,0,0,2,0
27442924,2012-11-07,4820,1312,0,0,1,1,0,1,0,0
25772925,2012-11-09,4652,2591,3,0,1,0,0,0,1,0
782926,2012-11-09,2152,1437,4,0,0,0,1,1,0,0
49292927,2012-11-10,2002,1018,6,0,1,0,0,0,0,0
11712928,2012-11-11,8243,4073,3,0,0,0,0,0,2,0
4292929,2012-11-12,7500,2637,3,0,0,1,0,0,1,0
24782930,2012-11-12,4548,4323,0,0,0,0,1,0,2,0
47852931,2012-11-12,1854,1246,0,0,2,1,0,0,0,0
37062932,2012-11-12,5774,1044,0,2,1,1,0,0,0,0
31922933,2012-11-13,259,2814,0,0,0,0,0,2,1,0
29652934,2012-11-13,31,4073,3,0,0,0,0,0,2,0
12242935,2012-11-13,8289,864,2,0,0,0,0,1,0,1
13962936,2012-11-14,3460,1359,0,0,2,0,1,0,0,0
19072937,2012-11-15,3970,2748,0,0,1,0,0,1,1,0
17262938,2012-11-15,8788,8646,0,0,0,0,2,0,4,0
39962939,2012-11-15,6057,1736,6,0,0,0,2,0,0,0
12822940,2012-11-15,8342,2706,8,0,0,0,0,0,1,0
11972941,2012-11-16,3256,2500,6,0,0,0,0,0,1,0
18272942,2012-11-16,3885,2750,3,0,0,0,1,0,1,0
8722943,2012-11-16,2929,2633,0,0,0,0,1,0,1,1
6972944,2012-11-17,2753,953,3,2,0,1,0,0,0,0
48462945,2012-11-17,6901,1312,0,0,1,1,0,1,0,0
20192946,2012-11-17,4073,2534,2,0,0,1,0,0,1,0
15022947,2012-11-17,3555,4230,0,0,0,0,0,1,2,0
44032948,2012-11-18,6455,4230,0,0,0,0,0,1,2,0
40502949,2012-11-18,6101,2887,0,0,0,1,1,0,1,0
12532950,2012-11-18,8303,810,6,0,0,0,0,0,0,1
24342951,2012-11-19,9483,1040,0,6,0,1,0,0,0,0
32772952,2012-11-19,325,2383,3,0,0,0,0,0,1,1
2642953,2012-11-19,7311,844,2,0,0,1,0,0,0,1
35912954,2012-11-20,5637,4061,0,3,0,0,0,0,2,0
7912955,2012-11-20,2836,955,0,3,0,0,0,1,0,1
47542956,2012-11-20,1798,2286,2,2,0,0,0,0,1,0
45802957,2012-11-20,6623,4164,0,0,1,0,0,0,2,0
34052958,2012-11-21,5447,2637,3,0,0,1,0,0,1,0
15532959,2012-11-21,8594,2774,0,0,0,2,0,0,1,0
40792960,2012-11-21,6119,1175,3,0,1,0,0,1,0,0
17692961,2012-11-21,8808,1104,0,0,0,1,0,1,0,1
19952962,2012-11-21,9033,2750,3,0,0,0,1,0,1,0
4112963,2012-11-22,2448,2591,3,0,1,0,0,0,1,0
2342964,2012-11-22,7270,3956,0,0,0,0,0,0,2,1
29962965,2012-11-22,31,2540,0,0,0,0,0,1,1,1
37852966,2012-11-22,5819,4696,0,0,0,0,0,2,2,0
24202967,2012-11-23,9453,709,4,3,0,0,0,0,0,0
31882968,2012-11-23,220,2546,0,2,0,0,0,1,1,0
44582969,2012-11-24,6489,2474,0,0,1,0,0,0,1,1
10092970,2012-11-24,8039,1064,6,0,0,1,0,0,0,0
24842971,2012-11-24,9513,1018,6,0,1,0,0,0,0,0
882972,2012-11-24,7116,1064,0,2,1,0,0,1,0,0
10052973,2012-11-25,8032,1175,3,0,1,0,0,1,0,0
33032974,2012-11-25,5329,1310,0,0,0,0,2,0,0,1
32002975,2012-11-25,5225,1217,0,0,0,0,1,1,0,1
20132976,2012-11-25,4037,992,0,0,2,0,0,0,0,1
13452977,2012-11-26,3368,1398,0,0,0,0,0,3,0,0
1272978,2012-11-26,2149,1151,0,0,1,0,1,0,0,1
24062979,2012-11-26,9427,2639,0,2,0,0,1,0,1,0
27272980,2012-11-26,4747,1165,2,0,1,0,1,0,0,0
47792981,2012-11-26,1798,2748,0,0,1,0,0,1,1,0
46992982,2012-11-26,1717,2534,2,0,0,1,0,0,1,0
44272983,2012-11-27,6444,2728,0,0,1,1,0,0,1,0
47912984,2012-11-27,1807,2500,6,0,0,0,0,0,1,0
21422985,2012-11-27,9157,4230,0,0,0,0,0,1,2,0
7372986,2012-11-28,2751,2540,0,0,0,0,0,1,1,1
41752987,2012-11-29,1188,1143,0,3,1,1,0,0,0,0
2772988,2012-11-29,7289,2383,3,0,0,0,0,0,1,1
48002989,2012-11-29,6811,3970,2,0,0,0,0,0,2,0
43842990,2012-12-01,6394,1641,3,0,1,0,0,2,0,0
36512991,2012-12-02,5660,992,0,0,2,0,0,0,0,1
2532992,2012-12-02,2261,850,0,0,0,0,0,1,0,2
27402993,2012-12-03,4747,1130,0,2,0,0,0,2,0,0
12632994,2012-12-03,3269,2480,0,2,1,0,0,0,1,0
14802995,2012-12-03,8485,604,4,0,0,0,0,0,0,1
12852996,2012-12-03,8289,2554,2,0,0,0,0,1,1,0
2672997,2012-12-04,7270,2520,0,0,0,1,0,0,1,1
